C1_1,DATE,ARS,AUD,BRL,CAD,CHF,CNY,CZK,DKK,EUR,GBP,HKD,HUF,JPY,KRW,MXN,NOK,NZD,PLN,RUB,SAR,SEK,SGD,TRY,ZAR,days
1715,12/7/2006,0.324543611,0.75235,0.454586781,0.878001668,0.808930594,0.125136085,0.044547398,0.170085383,1.26875,1.83235,0.12860165,0.004577392,0.008651642,0.001053963,0.090497738,0.159502353,0.61465,0.313922461,0.037146965,0.266645335,0.138264777,0.632771222,0.642673522,0.140173816,Wednesday
1716,7/13/2006,0.324280503,0.75485,0.45051133,0.883314195,0.812842918,0.125118863,0.04451567,0.170173662,1.26945,1.8428,0.128597515,0.004535662,0.008678296,0.001053519,0.090497738,0.16004097,0.61885,0.314485188,0.037147103,0.266645335,0.138130132,0.632111252,0.631412786,0.138504155,Thursday
1717,7/14/2006,0.324280503,0.75285,0.451936548,0.886524823,0.808472795,0.125034384,0.044376401,0.169385301,1.26345,1.83445,0.128598342,0.004499134,0.008596604,0.001048438,0.091012514,0.159655145,0.6195,0.313577924,0.037091988,0.266645335,0.137321139,0.630815329,0.633713561,0.139154636,Friday
1720,7/17/2006,0.324543611,0.74835,0.45357645,0.881950875,0.801057396,0.125023442,0.043921293,0.167799312,1.25175,1.81935,0.128614055,0.004468575,0.008538616,0.001048438,0.091053949,0.158059035,0.62105,0.309914154,0.037009623,0.266638225,0.135505945,0.627864632,0.628535512,0.138193125,Monday
1721,7/18/2006,0.324543611,0.74775,0.456162759,0.88245676,0.797734434,0.125023442,0.043898156,0.167462112,1.2493,1.82575,0.128641354,0.004474273,0.008524059,0.001043079,0.091407678,0.1575076,0.6265,0.31028919,0.037002775,0.266613344,0.134852673,0.628496009,0.632911392,0.138961265,Tuesday
1722,7/19/2006,0.324807146,0.7483,0.459579944,0.883392226,0.801282051,0.124945336,0.044216484,0.168477803,1.2569,1.8393,0.128605785,0.004537102,0.008551394,0.001044059,0.092017483,0.157823301,0.6235,0.314980471,0.036918079,0.266645335,0.135977645,0.627293542,0.640102416,0.139401966,Wednesday
1723,7/20/2006,0.324543611,0.75195,0.456141951,0.88210647,0.804602325,0.125109471,0.044513688,0.169488653,1.26435,1.8504,0.12860992,0.004592106,0.008565677,0.001050531,0.091932889,0.159271175,0.6223,0.320656705,0.037143653,0.266645335,0.136845706,0.630219001,0.645057249,0.143549255,Thursday
1724,7/21/2006,0.324543611,0.7537,0.454731481,0.878966336,0.80834209,0.125269329,0.044651827,0.170063689,1.26875,1.85925,0.128610747,0.004587998,0.008613635,0.001052632,0.091324201,0.159948816,0.6248,0.320718409,0.037205149,0.266638225,0.13720056,0.632431065,0.644537544,0.142663528,Friday
1727,7/24/2006,0.324807146,0.7534,0.456350112,0.874661069,0.802697062,0.125194051,0.044472116,0.16932507,1.26335,1.8513,0.128574367,0.004614675,0.008570449,0.001050751,0.091827365,0.158810825,0.62275,0.322299932,0.037143653,0.26664178,0.136444263,0.629881582,0.646099176,0.142501906,Monday
1728,7/25/2006,0.325071109,0.75525,0.454111984,0.876808417,0.801282051,0.125192483,0.044533511,0.169210464,1.2625,1.8468,0.128576847,0.004631452,0.008555418,0.00105031,0.091785223,0.158920611,0.62665,0.32257024,0.037159526,0.266638225,0.136531819,0.630417652,0.652315721,0.142908181,Tuesday
1729,7/26/2006,0.325335502,0.75915,0.456621005,0.877192982,0.800416216,0.125242658,0.044414835,0.169084576,1.2616,1.8469,0.128557838,0.00463274,0.008559079,0.001047559,0.091491308,0.158954714,0.6246,0.322383056,0.037091988,0.26664178,0.136299204,0.631512472,0.656491055,0.143066633,Wednesday
1730,7/27/2006,0.325071109,0.76455,0.456579308,0.88354833,0.809519955,0.12539185,0.04487122,0.170654289,1.2734,1.86435,0.128641354,0.004697041,0.008656884,0.0010502,0.091701055,0.161201922,0.6205,0.325256139,0.037257824,0.26664178,0.137938645,0.633633253,0.667445353,0.146118721,Thursday
1731,7/28/2006,0.325071109,0.76685,0.459960443,0.885190759,0.811886011,0.125454774,0.044842044,0.171062985,1.2765,1.86555,0.128647974,0.004687134,0.008718396,0.001048328,0.092229652,0.161877782,0.61735,0.323650781,0.037261295,0.266645335,0.138106287,0.632391071,0.67001675,0.145490521,Friday
1734,7/31/2006,0.325335502,0.76625,0.459664445,0.884760009,0.812083807,0.125470514,0.04480086,0.171014716,1.2762,1.86705,0.128664527,0.004683841,0.008737058,0.001046901,0.091692646,0.162156027,0.61685,0.323928606,0.037306473,0.266634671,0.138463882,0.634155622,0.66833751,0.144196107,Monday
1735,1/8/2006,0.325600326,0.76205,0.456433429,0.880746873,0.809290657,0.125399712,0.044722719,0.170791276,1.2743,1.86745,0.128638872,0.004647488,0.008683948,0.001046025,0.090645395,0.161869921,0.61795,0.32382371,0.037282133,0.266638225,0.13838532,0.632611102,0.662471017,0.143317807,Tuesday
1736,2/8/2006,0.325600326,0.76515,0.458295142,0.889125989,0.814398567,0.125462643,0.044970095,0.171695927,1.28105,1.8786,0.128639699,0.004702673,0.008726765,0.001039177,0.091275854,0.162601626,0.62025,0.326200418,0.037355248,0.266638225,0.139357284,0.632851312,0.66822586,0.145663241,Wednesday
1737,3/8/2006,0.32586558,0.76045,0.459326627,0.887941751,0.811457784,0.12539185,0.045075501,0.171450125,1.2792,1.88855,0.128642182,0.0046966,0.00869074,0.001035518,0.091120324,0.162680983,0.6192,0.326850793,0.037377588,0.266645335,0.138942922,0.633051625,0.668560923,0.145402729,Thursday
1738,4/8/2006,0.32586558,0.7656,0.458169156,0.886446237,0.818531554,0.125344698,0.045539414,0.172783192,1.28925,1.9115,0.128633908,0.004754886,0.008754651,0.001036484,0.091894872,0.163350649,0.62625,0.331477062,0.037477748,0.26664178,0.140030527,0.634497636,0.68189567,0.146896805,Friday
1741,7/8/2006,0.325600326,0.7644,0.457707799,0.892976738,0.817828665,0.125494133,0.045497975,0.172330599,1.28595,1.90975,0.128609093,0.004764854,0.008695274,0.001038853,0.091937115,0.162952703,0.6233,0.332989244,0.037467216,0.26664889,0.139982502,0.63659802,0.683526999,0.147324224,Monday
1742,8/8/2006,0.325600326,0.76055,0.459368827,0.893136248,0.815494393,0.12542409,0.045488662,0.172077056,1.2839,1.90725,0.12858346,0.004754773,0.00868923,0.001037667,0.091677515,0.16230341,0.6267,0.331510028,0.037414648,0.266645335,0.139737015,0.635102093,0.680619364,0.146273678,Tuesday
1743,9/8/2006,0.32586558,0.76565,0.461318448,0.892976738,0.817895555,0.125360411,0.045825314,0.172687712,1.2883,1.90885,0.128574367,0.004785376,0.008683194,0.001042209,0.092284976,0.162337662,0.62985,0.333678134,0.037481259,0.26664178,0.140508641,0.635950269,0.690488521,0.148505662,Wednesday
1744,10/8/2006,0.32589213,0.76725,0.463070155,0.888099467,0.809159688,0.125458708,0.045552898,0.17120063,1.2773,1.8918,0.128584287,0.004736082,0.008662133,0.00104395,0.091985319,0.160658055,0.6339,0.33020737,0.037418148,0.266645335,0.138767467,0.637186186,0.687994496,0.147324224,Thursday
1745,11/8/2006,0.325600326,0.76785,0.46182977,0.892697733,0.808570851,0.125350197,0.045556011,0.171111282,1.2767,1.89695,0.128585114,0.004727015,0.008615862,0.001039717,0.092423577,0.159982082,0.6354,0.330534805,0.037271711,0.26664889,0.138694332,0.635243298,0.689774099,0.147989197,Friday
1748,8/14/2006,0.325335502,0.76075,0.462598881,0.889046942,0.806029098,0.125250501,0.045332971,0.170802945,1.2743,1.89225,0.128560317,0.004657987,0.008587745,0.001035411,0.092208391,0.159048255,0.6316,0.328795949,0.037271711,0.266645335,0.138117732,0.633312223,0.68271036,0.146028037,Monday
1749,8/15/2006,0.324675325,0.76475,0.467246052,0.889798461,0.808603542,0.124976567,0.04552283,0.171353176,1.2787,1.8954,0.128542965,0.004657336,0.008619575,0.001035411,0.09274287,0.159571073,0.6347,0.32983706,0.037334329,0.26664889,0.138805991,0.633011552,0.686341798,0.145852325,Tuesday
1750,8/16/2006,0.325335502,0.76885,0.468011419,0.895335303,0.814199642,0.125183864,0.045741469,0.17225787,1.28535,1.9001,0.128571061,0.004691312,0.00863707,0.001036055,0.092936803,0.159604182,0.64115,0.331818031,0.037400655,0.266645335,0.139686265,0.633914422,0.693000693,0.147568804,Wednesday
1751,8/17/2006,0.32472804,0.7629,0.467071462,0.895335303,0.814232789,0.125328989,0.04584212,0.17234842,1.28615,1.89305,0.12860165,0.004684828,0.008656884,0.001040583,0.092656938,0.159335888,0.64225,0.330857417,0.037432154,0.26664889,0.139914932,0.635687496,0.695652174,0.14761237,Thursday
1752,8/18/2006,0.324543611,0.7583,0.466200466,0.889481877,0.811161583,0.125383988,0.045593398,0.171821306,1.28185,1.87965,0.128628117,0.004598547,0.008638936,0.001043188,0.09246417,0.158894097,0.63735,0.327793621,0.037365019,0.266638225,0.139145922,0.635263476,0.691085003,0.14360079,Friday
1755,8/21/2006,0.324543611,0.7636,0.469219219,0.895375386,0.818397578,0.125495708,0.045798031,0.173145182,1.29185,1.8969,0.128611574,0.004634779,0.008631852,0.001045369,0.092695588,0.160740693,0.6414,0.330644095,0.037484772,0.266638225,0.140423799,0.636638548,0.689893067,0.142050499,Monday
1756,8/22/2006,0.324280503,0.76265,0.468120962,0.896458987,0.810931355,0.125495708,0.045556011,0.171738682,1.28135,1.88835,0.128591728,0.004635424,0.008586639,0.001045697,0.092233905,0.159342235,0.6381,0.32850432,0.037383178,0.266645335,0.139332042,0.635364381,0.685988681,0.140356787,Tuesday
1757,8/23/2006,0.32404407,0.76265,0.464792006,0.90281226,0.810339938,0.125472089,0.045506257,0.171494229,1.2797,1.8936,0.128574367,0.004625347,0.008580377,0.001046353,0.091659028,0.158942082,0.6401,0.327155546,0.037390166,0.26664889,0.139240859,0.635202947,0.684345595,0.140869871,Wednesday
1758,8/24/2006,0.324096581,0.76375,0.464468184,0.899847026,0.809749383,0.12544061,0.045338109,0.171491288,1.2795,1.89135,0.12858346,0.004579488,0.008596235,0.001042535,0.091575092,0.158280441,0.6379,0.324780773,0.037397158,0.266627561,0.139042415,0.634155622,0.673060744,0.13973311,Thursday
1759,8/25/2006,0.323493732,0.75615,0.463735856,0.901631954,0.806256551,0.125371413,0.045203869,0.170848176,1.2747,1.88615,0.128563623,0.004586104,0.008525513,0.001039609,0.091157703,0.158272926,0.6359,0.324180633,0.03731761,0.266645335,0.137837875,0.633472697,0.67215594,0.139024051,Friday
1762,8/28/2006,0.323493732,0.75615,0.467333396,0.901631954,0.806256551,0.125371413,0.045203869,0.170848176,1.2747,1.88615,0.128563623,0.004586104,0.008525513,0.001037344,0.091157703,0.158272926,0.6359,0.324180633,0.03731761,0.266645335,0.137837875,0.633472697,0.67215594,0.139024051,Monday
1763,8/29/2006,0.323232323,0.76055,0.467945718,0.899442346,0.808407437,0.12559264,0.045165078,0.170984013,1.2756,1.89275,0.128576847,0.004620325,0.008553954,0.001040583,0.09199632,0.158205319,0.6412,0.322851424,0.037355248,0.266627561,0.138171166,0.635707702,0.675447484,0.139835693,Tuesday
1764,8/30/2006,0.322971336,0.76455,0.468055231,0.900535819,0.813901437,0.125648661,0.045462811,0.172037091,1.28315,1.90545,0.128575194,0.004661787,0.008542993,0.00104015,0.09189065,0.158456005,0.6487,0.325494345,0.037390166,0.266627561,0.138673175,0.635626887,0.680040802,0.141267879,Wednesday
1765,8/31/2006,0.322893122,0.7636,0.466352656,0.901225667,0.811030008,0.125708683,0.045325779,0.171611951,1.27995,1.90165,0.128579327,0.00461542,0.008526967,0.00104015,0.091627954,0.158579131,0.65465,0.324201653,0.037451781,0.266631116,0.138232286,0.63627398,0.682011935,0.13864818,Thursday
1766,1/9/2006,0.323232323,0.7645,0.467683098,0.904322662,0.810635538,0.125735553,0.045282677,0.171636988,1.28045,1.9033,0.128563623,0.004603734,0.008524059,0.001041124,0.091975167,0.157732438,0.6539,0.322507821,0.037334329,0.26664889,0.137211855,0.636152549,0.681547112,0.13829824,Friday
1769,4/9/2006,0.323232323,0.7645,0.47118692,0.904322662,0.810635538,0.125735553,0.045282677,0.171636988,1.28045,1.9033,0.128563623,0.004603734,0.008524059,0.00104395,0.091975167,0.157732438,0.6539,0.322507821,0.037334329,0.26664889,0.137211855,0.636152549,0.681547112,0.13829824,Monday
1770,5/9/2006,0.32271077,0.76995,0.469219219,0.89895721,0.80965104,0.125928724,0.04543699,0.171667926,1.28065,1.8926,0.128565276,0.004640371,0.008612523,0.001045369,0.092144667,0.157433209,0.64625,0.323185314,0.037488285,0.266634671,0.137684153,0.63838616,0.688705234,0.139120757,Tuesday
1771,6/9/2006,0.322190898,0.76565,0.464943277,0.9046499,0.807852325,0.125876415,0.045265254,0.171414858,1.27885,1.8806,0.128577674,0.00463435,0.008574491,0.001044823,0.092144667,0.156707881,0.64825,0.321781382,0.037467216,0.266638225,0.137112144,0.638243554,0.682011935,0.137428709,Wednesday
1772,7/9/2006,0.32271077,0.75865,0.464943277,0.900738606,0.804569957,0.125928724,0.045008552,0.17064264,1.2731,1.87385,0.128585114,0.004624491,0.008588483,0.001045588,0.091033227,0.154674256,0.64585,0.319478611,0.037369208,0.266638225,0.136304777,0.637490836,0.677162688,0.135089497,Thursday
1773,8/9/2006,0.322450625,0.75395,0.463306153,0.892618049,0.800768738,0.125817816,0.04472572,0.169819652,1.2668,1.86495,0.1285785,0.004607233,0.008565677,0.001045697,0.090744102,0.153556758,0.6374,0.318056041,0.037313433,0.26664889,0.136102567,0.636537237,0.676475562,0.135354629,Friday
1776,11/9/2006,0.322190898,0.75075,0.459643317,0.891543708,0.802954874,0.125719746,0.04472672,0.170102742,1.2691,1.8625,0.128551228,0.004607976,0.008493651,0.001044386,0.09039548,0.152754546,0.63995,0.318238233,0.037334329,0.266631116,0.136892539,0.635505704,0.670578374,0.134138162,Monday
1777,12/9/2006,0.321905682,0.75305,0.461297168,0.895776414,0.800672565,0.125825731,0.044650831,0.170044892,1.26855,1.8742,0.128540487,0.004643603,0.008490766,0.001042318,0.090826521,0.152783719,0.6437,0.319213458,0.037355248,0.266624007,0.137193031,0.633834062,0.679809653,0.136082194,Tuesday
1778,9/13/2006,0.322190898,0.7519,0.463349087,0.892259648,0.798722045,0.125817816,0.044444444,0.169939417,1.2678,1.87485,0.128536357,0.004637896,0.008499426,0.001042753,0.090991811,0.151260758,0.6463,0.320471734,0.037302298,0.266631116,0.137067039,0.634437254,0.678771424,0.135985042,Wednesday
1779,9/14/2006,0.32271077,0.75425,0.462149921,0.895776414,0.802149761,0.125849484,0.04481391,0.170896351,1.2746,1.8912,0.128500019,0.004658747,0.008517888,0.001044277,0.091095422,0.153388349,0.66195,0.321145848,0.037343391,0.266638225,0.138000511,0.632991518,0.679463224,0.135053008,Thursday
1780,9/15/2006,0.32271077,0.75175,0.464770403,0.89134504,0.794533609,0.125873246,0.044415821,0.169551874,1.26505,1.87835,0.12849424,0.004658855,0.008503763,0.001045697,0.091386795,0.152766214,0.6642,0.320893367,0.037313433,0.266638225,0.137356977,0.632371075,0.682360969,0.135345469,Friday
1783,9/18/2006,0.32271077,0.75235,0.465852977,0.89465444,0.798339454,0.125836815,0.044616963,0.170010201,1.2685,1.8766,0.128468654,0.004688342,0.008473858,0.001045478,0.09163803,0.152954313,0.66375,0.321916044,0.037301602,0.266624007,0.1380167,0.629861745,0.682943486,0.136775517,Monday
1784,9/19/2006,0.322841001,0.75645,0.462427746,0.890947969,0.800224063,0.126004889,0.044638872,0.170262033,1.2704,1.88675,0.128436479,0.00466157,0.008533515,0.0010502,0.091178482,0.153939702,0.66535,0.321450384,0.03735176,0.266645335,0.138168303,0.630338176,0.682687056,0.136273201,Tuesday
1785,9/20/2006,0.32271077,0.75405,0.45930553,0.886957293,0.8,0.126159087,0.044671774,0.170269281,1.27025,1.88905,0.128438953,0.00464134,0.008525876,0.001051746,0.091324201,0.153301344,0.66035,0.321652005,0.037328058,0.266645335,0.137615941,0.630338176,0.680619364,0.135263087,Wednesday
1786,9/21/2006,0.32271077,0.756,0.452837024,0.891782227,0.799073075,0.126194908,0.044741728,0.170514613,1.27185,1.89665,0.128468654,0.004616485,0.008560544,0.001058985,0.090326077,0.152897016,0.66155,0.321264497,0.037411149,0.266620452,0.137627305,0.632451064,0.67215594,0.132885951,Thursday
1787,9/22/2006,0.32271077,0.75165,0.452919063,0.89481455,0.81014299,0.126310471,0.044953922,0.171611951,1.28025,1.90245,0.128467828,0.004630809,0.008592542,0.001056189,0.090555103,0.152606519,0.6582,0.322320709,0.037523452,0.266645335,0.137902503,0.631313131,0.656598818,0.130958617,Friday
1790,9/25/2006,0.32271077,0.75045,0.450612833,0.895255148,0.807689201,0.126246686,0.044799857,0.170785442,1.27395,1.8994,0.12847278,0.004613504,0.008584428,0.001059322,0.090334237,0.152230172,0.6677,0.320466599,0.037453184,0.266645335,0.136931904,0.631452657,0.654450262,0.12973534,Monday
1791,9/26/2006,0.322450625,0.75125,0.456141951,0.895375386,0.803406443,0.12641426,0.04459806,0.169923534,1.2674,1.8952,0.128428231,0.004650189,0.008543722,0.001059098,0.090661831,0.152622823,0.66675,0.320307495,0.037342694,0.266638225,0.136269487,0.630914826,0.660283922,0.130421457,Tuesday
1792,9/27/2006,0.322450625,0.7502,0.457540264,0.897102359,0.803535556,0.126509415,0.044762757,0.170354849,1.27085,1.8883,0.128401022,0.004648568,0.008518613,0.001059659,0.09057971,0.153869826,0.65635,0.31958071,0.037341299,0.26664178,0.136965663,0.629386034,0.667445353,0.130629307,Wednesday
1793,9/28/2006,0.322190898,0.7475,0.460659665,0.899887514,0.801057396,0.126654423,0.044712721,0.170089722,1.2689,1.87375,0.128378769,0.004637681,0.008484643,0.001058537,0.090925623,0.154440154,0.65645,0.318933486,0.037365717,0.266638225,0.137121545,0.630020476,0.662910176,0.129874347,Thursday
1794,9/29/2006,0.322190898,0.74645,0.460978196,0.895415473,0.797416371,0.126465418,0.04479484,0.169816768,1.2663,1.8656,0.128354876,0.004641879,0.008464175,0.001056859,0.090849213,0.153385996,0.6523,0.319091228,0.037299515,0.26664178,0.136356819,0.630060171,0.659413122,0.128823647,Friday
1797,2/10/2006,0.322190898,0.74745,0.463284688,0.895656068,0.804828974,0.126465418,0.045070423,0.170897812,1.2745,1.8849,0.128345815,0.004637036,0.008494733,0.001054964,0.091116173,0.152530868,0.6556,0.321574428,0.037327361,0.26664178,0.136358678,0.630139576,0.665004156,0.129379496,Monday
1798,3/10/2006,0.322185708,0.74475,0.460362766,0.893136248,0.803632419,0.126465418,0.045105999,0.170849635,1.274,1.88905,0.128325227,0.00462631,0.008482484,0.001054964,0.090505928,0.151987233,0.6602,0.322945261,0.037355248,0.266638225,0.136572841,0.63183168,0.662690524,0.128452152,Tuesday
1799,4/10/2006,0.322190898,0.7436,0.462663089,0.886564121,0.799168864,0.126465418,0.044889348,0.170149051,1.26875,1.88395,0.128322757,0.004617445,0.00847314,0.00105363,0.090826521,0.151067671,0.66185,0.322591051,0.037306473,0.266645335,0.136004461,0.630497147,0.663020056,0.125825731,Wednesday
1800,5/10/2006,0.322190898,0.74575,0.463048713,0.887035969,0.798020908,0.126465418,0.045040987,0.170167871,1.26875,1.87675,0.128343344,0.004615527,0.00849726,0.00105363,0.090671696,0.151183007,0.6644,0.322471421,0.037299515,0.266638225,0.136776453,0.631193587,0.665889795,0.127746551,Thursday
1801,6/10/2006,0.32193159,0.74275,0.462406363,0.887272082,0.792612848,0.126465418,0.044623932,0.16882481,1.2586,1.8698,0.128443077,0.004622888,0.008404421,0.00105363,0.090424089,0.149336201,0.65865,0.321295463,0.037188546,0.266638225,0.135869565,0.62924742,0.666222518,0.127575429,Friday
1804,9/10/2006,0.32193159,0.74415,0.464015591,0.89114646,0.793241582,0.126558248,0.044786815,0.169018846,1.26025,1.8653,0.128383713,0.004630702,0.008394896,0.001037452,0.090424089,0.149832936,0.65645,0.321988602,0.037192004,0.266634671,0.135528902,0.628851717,0.665778961,0.127612059,Monday
1805,10/10/2006,0.32193159,0.74355,0.464274107,0.883899766,0.78814628,0.126499013,0.044444444,0.168183118,1.2538,1.85555,0.128323581,0.004634028,0.008355964,0.001042209,0.090560843,0.14963004,0.65915,0.320780137,0.037088549,0.266624007,0.135365623,0.629504894,0.668560923,0.128592554,Tuesday
1806,11/10/2006,0.32193159,0.74485,0.463477938,0.880088009,0.787246605,0.126322438,0.044474094,0.168304834,1.2547,1.85635,0.12829477,0.004698365,0.008361903,0.001043623,0.090628965,0.148769675,0.6611,0.321171634,0.037114014,0.266634671,0.135517882,0.630020476,0.670690812,0.129790065,Wednesday
1807,12/10/2006,0.322190898,0.74995,0.463477938,0.880165471,0.78702975,0.126353563,0.044322312,0.168149182,1.2536,1.8564,0.128340873,0.004730369,0.008367151,0.001044059,0.091711147,0.148095492,0.66085,0.321295463,0.037091988,0.266620452,0.135259428,0.629960942,0.677506775,0.131691578,Thursday
1808,10/13/2006,0.322190898,0.75025,0.467989517,0.878657411,0.784006272,0.126558248,0.044198895,0.167574361,1.2494,1.85545,0.128383713,0.004712202,0.008343067,0.001046901,0.092148913,0.148301943,0.65635,0.321947136,0.03709818,0.266627561,0.134658372,0.631632137,0.677736361,0.133712185,Friday
1811,10/16/2006,0.322190898,0.75355,0.469593801,0.878657411,0.786565462,0.126425447,0.044202802,0.167872551,1.25175,1.8604,0.128421634,0.004708985,0.008386799,0.001046572,0.092230502,0.148040682,0.65825,0.322268772,0.037097492,0.266645335,0.135215534,0.631173667,0.678449065,0.1332667,Monday
1812,10/17/2006,0.32271077,0.75355,0.469153179,0.87753938,0.788923514,0.126462219,0.044253662,0.168168976,1.25385,1.8693,0.128500845,0.00470389,0.00842389,0.001047779,0.092159953,0.147706124,0.66345,0.322450625,0.037105751,0.266638225,0.135372952,0.632271118,0.674081564,0.13108737,Tuesday
1813,10/18/2006,0.323493732,0.754,0.467945718,0.879430129,0.786101722,0.126459021,0.044188153,0.167844375,1.25145,1.86715,0.128466178,0.004706436,0.008398774,0.001046682,0.09218714,0.1475405,0.66365,0.321347087,0.03710231,0.266645335,0.135096797,0.63445738,0.680966973,0.131852194,Wednesday
1814,10/19/2006,0.323755565,0.7579,0.467093279,0.881873098,0.792487221,0.126450226,0.044414835,0.168953166,1.25975,1.8758,0.128406793,0.004795128,0.008450585,0.001044496,0.092506938,0.149085732,0.66595,0.325807187,0.037154003,0.266624007,0.136158161,0.63542494,0.684931507,0.133045069,Thursday
1815,10/20/2006,0.323493732,0.75765,0.467398925,0.889125989,0.793745287,0.126509415,0.044472116,0.169050276,1.2603,1.88055,0.128421634,0.004795588,0.008419989,0.001044496,0.092348041,0.149819468,0.66705,0.32599837,0.037220382,0.267086883,0.136911281,0.636152549,0.684345595,0.132502981,Friday
1818,10/23/2006,0.323755565,0.75755,0.467551898,0.887075313,0.789016885,0.126598304,0.044285018,0.168341666,1.2552,1.87225,0.128418336,0.004760885,0.008381878,0.001042101,0.092051365,0.149109073,0.6637,0.323739843,0.037140894,0.267058352,0.136388434,0.634860172,0.684228532,0.129988301,Monday
1819,10/24/2006,0.323755565,0.75695,0.465202828,0.885621928,0.78817734,0.126542233,0.044218439,0.16827368,1.25455,1.87195,0.128477732,0.004771106,0.008369952,0.001043297,0.092506938,0.149734222,0.66255,0.323007849,0.037142273,0.266766259,0.136286201,0.634658712,0.678886626,0.129437271,Tuesday
1820,10/25/2006,0.323232323,0.76015,0.466352656,0.888849384,0.79010785,0.12655024,0.044361636,0.168853317,1.25885,1.87715,0.128486811,0.004793749,0.008395248,0.001046353,0.092674111,0.15125847,0.66105,0.323258445,0.037189237,0.266737797,0.136563516,0.635909828,0.68119891,0.131427633,Wednesday
1821,10/26/2006,0.323755565,0.76265,0.467748725,0.887587094,0.795260249,0.126670467,0.044682752,0.169975524,1.26695,1.88735,0.128495066,0.004863458,0.008432059,0.001052964,0.093196645,0.152734715,0.65485,0.327310814,0.037313433,0.266766259,0.137185502,0.636253738,0.691085003,0.133244504,Thursday
1822,10/27/2006,0.323101777,0.76815,0.468647483,0.893974611,0.799904012,0.126749138,0.044873233,0.170665938,1.27225,1.8966,0.128481858,0.004884005,0.00850304,0.001055632,0.093163651,0.152780218,0.66035,0.328051701,0.037372699,0.266766259,0.13789965,0.64082025,0.691323885,0.134793597,Friday
1825,10/30/2006,0.323232323,0.76905,0.465202828,0.890511599,0.800608462,0.126945439,0.045045045,0.170606249,1.27185,1.90245,0.128615709,0.004844727,0.008512449,0.001058649,0.09272997,0.152195419,0.66455,0.326989733,0.037385833,0.266773376,0.137930083,0.640922929,0.685635927,0.132973419,Monday
1826,10/31/2006,0.323493732,0.77385,0.466875204,0.892697733,0.803858521,0.12691966,0.045322698,0.171247538,1.2765,1.90715,0.128582634,0.00490076,0.008535701,0.001061233,0.092919532,0.152877148,0.6697,0.329538152,0.037356644,0.26664889,0.13845813,0.639713408,0.685871056,0.135157966,Tuesday
1827,1/11/2006,0.323755565,0.77535,0.466461424,0.884799151,0.804667069,0.127026066,0.045558087,0.171361985,1.27735,1.90715,0.128551228,0.004928658,0.008549566,0.001064509,0.092665524,0.154416306,0.6746,0.331049095,0.037435657,0.26664889,0.138836825,0.640943469,0.687521485,0.136547665,Wednesday
1828,2/11/2006,0.324280503,0.77355,0.466461424,0.88001056,0.803180595,0.127008319,0.04543183,0.171268069,1.27675,1.90725,0.128571888,0.00490124,0.008538616,0.001064963,0.091966708,0.154716135,0.6737,0.329983996,0.037436358,0.266638225,0.138930375,0.640594472,0.680387821,0.134562336,Thursday
1829,3/11/2006,0.324280503,0.76935,0.467398925,0.885582713,0.796812749,0.127045431,0.045305244,0.170395488,1.2703,1.90095,0.128576847,0.004881621,0.008469552,0.001066894,0.092587449,0.153978813,0.6688,0.330573048,0.037341299,0.26664178,0.138588614,0.64063551,0.690846287,0.135648399,Friday
1832,6/11/2006,0.324280503,0.77065,0.467792487,0.88507324,0.795481664,0.126943827,0.045487627,0.170456482,1.2711,1.8962,0.128511579,0.004895601,0.008447373,0.001061121,0.092378753,0.153588598,0.6675,0.332049409,0.037341299,0.26664178,0.138858032,0.637938184,0.691443388,0.13568521,Monday
1833,7/11/2006,0.325071109,0.7755,0.467704972,0.886682036,0.802085422,0.12699219,0.045695485,0.171648772,1.28005,1.90895,0.12841916,0.004900399,0.008514624,0.001065417,0.092293493,0.155208406,0.6718,0.333895391,0.037474236,0.26664178,0.140007,0.640143392,0.690965624,0.137131887,Tuesday
1834,8/11/2006,0.32586558,0.76835,0.466135272,0.885778821,0.799200799,0.127092256,0.045492801,0.171074691,1.2757,1.9032,0.128438953,0.004868668,0.008479966,0.00106929,0.092123445,0.154726907,0.6662,0.332292151,0.037456691,0.26664889,0.13970578,0.64051241,0.687049124,0.135985042,Wednesday
1835,9/11/2006,0.326131268,0.76515,0.467006024,0.883431247,0.801571079,0.127121337,0.045475216,0.171556013,1.27945,1.89885,0.128457927,0.004913763,0.0084538,0.001067692,0.091491308,0.155110904,0.66175,0.334492909,0.037446171,0.266645335,0.140425771,0.640143392,0.690965624,0.137788495,Thursday
1836,10/11/2006,0.325600326,0.76685,0.464921661,0.883743538,0.807330561,0.127153665,0.045632929,0.172378129,1.28555,1.91325,0.128476906,0.004933886,0.008511725,0.001070549,0.091617041,0.156656327,0.6657,0.335446647,0.037579857,0.26664889,0.14135874,0.641745548,0.69072699,0.13855693,Friday
1839,11/13/2006,0.325071109,0.76285,0.460999447,0.879352796,0.804084751,0.127169835,0.045630846,0.171806546,1.28125,1.90315,0.128454627,0.004933277,0.008466325,0.001069404,0.091911765,0.155917457,0.6607,0.334868146,0.037544584,0.26664178,0.140959228,0.642281383,0.688349682,0.137390946,Monday
