caldt,vwretd,ewretd
20110301,-0.015712,-0.017399
20110302,0.002003,0.003025
20110303,0.017035,0.017841
20110304,-0.007282,-0.006721
20110307,-0.008312,-0.009655
20110308,0.009112,0.010391
20110309,-0.001133,-0.001556
20110310,-0.018768,-0.018543
20110311,0.007396,0.009379
20110314,-0.005895,-0.006354
20110315,-0.011066,-0.009915
20110316,-0.019375,-0.016072
20110317,0.012997,0.011115
20110318,0.004216,0.005409
20110321,0.015061,0.015091
20110322,-0.003354,-0.004490
20110323,0.002918,0.003459
20110324,0.009372,0.010513
20110325,0.003190,0.003854
20110328,-0.002772,-0.004056
20110329,0.007224,0.007897
20110330,0.006716,0.008482
20110331,-0.001745,-0.000970
20110401,0.004890,0.006070
20110404,0.000439,-0.000033
20110405,0.000091,0.002330
20110406,0.002593,0.002082
20110407,-0.001498,-0.002262
20110408,-0.004034,-0.005628
20110411,-0.002772,-0.003568
20110412,-0.007573,-0.007254
20110413,0.000433,0.001715
20110414,0.000054,0.000760
20110415,0.003817,0.006361
20110418,-0.011036,-0.011981
20110419,0.005622,0.005506
20110420,0.013583,0.015219
20110421,0.005128,0.005672
20110425,-0.001706,-0.001820
20110426,0.008942,0.008304
20110427,0.006547,0.005560
20110428,0.003553,0.003113
20110429,0.002295,0.001898
20110502,-0.001740,-0.001591
20110503,-0.003341,-0.005761
20110504,-0.006527,-0.007093
20110505,-0.008979,-0.005357
20110506,0.003920,0.004336
20110509,0.004444,0.005575
20110510,0.008069,0.010484
20110511,-0.010325,-0.010537
20110512,0.005203,0.006372
20110513,-0.008048,-0.008204
20110516,-0.006157,-0.005696
20110517,-0.000168,-0.001929
20110518,0.008827,0.011139
20110519,0.002355,0.002140
20110520,-0.007732,-0.007402
20110523,-0.011920,-0.013051
20110524,-0.000953,-0.001741
20110525,0.003019,0.003484
20110526,0.004271,0.005566
20110527,0.004342,0.005058
20110531,0.010535,0.009323
20110601,-0.022642,-0.024606
20110602,-0.001226,-0.000594
20110603,-0.009755,-0.012310
20110606,-0.010618,-0.012356
20110607,-0.000820,0.001677
20110608,-0.004047,-0.007345
20110609,0.007479,0.007813
20110610,-0.013759,-0.014822
20110613,0.000984,-0.000821
20110614,0.012591,0.015994
20110615,-0.017563,-0.018102
20110616,0.001953,0.000707
20110617,0.003040,0.004262
20110620,0.005518,0.006649
20110621,0.013563,0.015822
20110622,-0.006446,-0.006236
20110623,-0.002688,-0.001740
20110624,-0.011919,-0.011189
20110627,0.009234,0.007723
20110628,0.013170,0.014232
20110629,0.008374,0.008306
20110630,0.010082,0.009482
20110701,0.014493,0.015841
20110705,-0.001209,-0.003097
20110706,0.001501,0.000956
20110707,0.010680,0.011740
20110708,-0.006845,-0.009086
20110711,-0.018035,-0.021121
20110712,-0.004435,-0.004198
20110713,0.003171,0.002630
20110714,-0.006813,-0.010035
20110715,0.005589,0.005668
20110718,-0.008155,-0.011729
20110719,0.016333,0.017240
20110720,-0.000568,-0.000593
20110721,0.013491,0.013446
20110722,0.000963,0.001132
20110725,-0.005609,-0.006445
20110726,-0.003893,-0.004348
20110727,-0.020254,-0.023227
20110728,-0.003160,-0.005099
20110729,-0.006383,-0.004724
20110801,-0.004214,-0.007995
20110802,-0.025575,-0.029931
20110803,0.005456,0.006170
20110804,-0.047724,-0.052704
20110805,-0.000673,-0.003732
20110808,-0.066532,-0.075261
20110809,0.047420,0.052410
20110810,-0.043752,-0.042452
20110811,0.046186,0.050876
20110812,0.005183,0.005382
20110815,0.021687,0.024233
20110816,-0.009121,-0.011537
20110817,0.001027,-0.002037
20110818,-0.044372,-0.050668
20110819,-0.014923,-0.015422
20110822,0.000358,0.000702
20110823,0.034444,0.037238
20110824,0.013181,0.015146
20110825,-0.015560,-0.018747
20110826,0.015294,0.019517
20110829,0.028404,0.034974
20110830,0.002626,0.004648
20110831,0.005099,0.006448
20110901,-0.011889,-0.014811
20110902,-0.025099,-0.028924
20110906,-0.007280,-0.008358
20110907,0.028999,0.035269
20110908,-0.010622,-0.013755
20110909,-0.026629,-0.027527
20110912,0.007051,0.006287
20110913,0.009622,0.012943
20110914,0.013543,0.015726
20110915,0.017299,0.016838
20110916,0.005779,0.003686
20110919,-0.009720,-0.012929
20110920,-0.001807,-0.004953
20110921,-0.029175,-0.034457
20110922,-0.032019,-0.034822
20110923,0.006357,0.008394
20110926,0.023156,0.024941
20110927,0.010558,0.012946
20110928,-0.020290,-0.027303
20110929,0.007897,0.008029
20110930,-0.024876,-0.029121
20111003,-0.028377,-0.035976
20111004,0.022530,0.030962
20111005,0.018252,0.022394
20111006,0.018482,0.023555
20111007,-0.007989,-0.012689
20111010,0.034093,0.036009
20111011,0.000591,0.001073
20111012,0.009968,0.012012
20111013,-0.002927,-0.002990
20111014,0.017325,0.016930
20111017,-0.019308,-0.022993
20111018,0.020517,0.025145
20111019,-0.012532,-0.013779
20111020,0.004446,0.005944
20111021,0.018774,0.024029
20111024,0.013028,0.019569
20111025,-0.020036,-0.024498
20111026,0.010239,0.011792
20111027,0.034398,0.041114
20111028,0.000422,0.001578
20111031,-0.024819,-0.027031
20111101,-0.027867,-0.030271
20111102,0.016246,0.019158
20111103,0.018892,0.020662
20111104,-0.006251,-0.004133
20111107,0.006382,0.004194
20111108,0.012425,0.011746
20111109,-0.036672,-0.041048
20111110,0.008642,0.009166
20111111,0.019601,0.022223
20111114,-0.009364,-0.011101
20111115,0.004751,0.005296
20111116,-0.016475,-0.016615
20111117,-0.016845,-0.020409
20111118,-0.000391,0.000063
20111121,-0.018651,-0.018325
20111122,-0.004026,-0.006342
20111123,-0.021966,-0.024681
20111125,-0.002483,-0.001770
20111128,0.029210,0.031903
20111129,0.002616,0.001554
20111130,0.043306,0.047133
20111201,-0.001804,-0.002229
20111202,-0.000335,-0.001194
20111205,0.010467,0.013056
20111206,0.001124,-0.001069
20111207,0.002279,0.000709
20111208,-0.021152,-0.025032
20111209,0.016955,0.018838
20111212,-0.014885,-0.016016
20111213,-0.008640,-0.013672
20111214,-0.011194,-0.012873
20111215,0.003334,0.004788
20111216,0.003286,0.003648
20111219,-0.011844,-0.015133
20111220,0.029903,0.034160
20111221,0.001644,0.002876
20111222,0.008386,0.010859
20111223,0.009030,0.007830
20111227,-0.000071,-0.000400
20111228,-0.012235,-0.014252
20111229,0.010642,0.011485
20111230,-0.004234,-0.004003
20120103,0.015377,0.015003
20120104,0.000388,-0.000908
20120105,0.002898,0.004018
20120106,-0.002191,-0.001595
20120109,0.002330,0.003337
20120110,0.008934,0.012679
20120111,0.000413,0.001132
20120112,0.002413,0.003980
20120113,-0.004854,-0.006615
20120117,0.003456,0.003102
20120118,0.011388,0.014615
20120119,0.005104,0.007269
20120120,0.000790,-0.001295
20120123,0.000430,0.001295
20120124,-0.000915,0.001501
20120125,0.008514,0.009624
20120126,-0.005659,-0.006659
20120127,-0.001511,-0.000039
20120130,-0.002354,-0.005231
20120131,-0.000399,-0.000375
20120201,0.009247,0.012441
20120202,0.001258,0.002077
20120203,0.014701,0.017378
20120206,-0.000504,-0.001743
20120207,0.001982,0.001433
20120208,0.002557,0.002824
20120209,0.001659,0.002095
20120210,-0.006980,-0.008399
20120213,0.006931,0.006082
20120214,-0.000729,-0.001120
20120215,-0.005095,-0.002379
20120216,0.011271,0.012458
20120217,0.002396,0.002419
20120221,0.000416,-0.002828
20120222,-0.003431,-0.004384
20120223,0.004499,0.006137
20120224,0.001959,0.001576
20120227,0.001445,0.000879
20120228,0.003637,0.000462
20120229,-0.004445,-0.005920
20120301,0.006162,0.006195
20120302,-0.003038,-0.004959
20120305,-0.003730,-0.005451
20120306,-0.015343,-0.017559
20120307,0.007335,0.008250
20120308,0.009749,0.012094
20120309,0.003565,0.006133
20120312,0.000226,-0.002306
20120313,0.018366,0.018525
20120314,-0.001182,-0.003597
20120315,0.006009,0.008482
20120316,0.001061,0.001339
20120319,0.003784,0.002363
20120320,-0.002844,-0.005286
20120321,-0.001863,-0.000434
20120322,-0.007135,-0.009000
20120323,0.003125,0.003508
20120326,0.013918,0.013560
20120327,-0.002600,-0.002750
20120328,-0.004714,-0.007708
20120329,-0.001637,-0.001142
20120330,0.003731,0.003372
20120402,0.007407,0.007935
20120403,-0.003787,-0.004892
20120404,-0.010034,-0.011043
20120405,-0.000117,-0.002264
20120409,-0.011358,-0.013588
20120410,-0.017067,-0.018769
20120411,0.007593,0.010111
20120412,0.013803,0.016522
20120413,-0.012426,-0.012050
20120416,-0.000455,-0.000509
20120417,0.015512,0.015000
20120418,-0.003952,-0.005031
20120419,-0.005824,-0.003463
20120420,0.001365,0.000902
20120423,-0.008768,-0.009883
20120424,0.003325,0.002916
20120425,0.013678,0.013105
20120426,0.007024,0.007615
20120427,0.002703,0.003281
20120430,-0.003842,-0.002732
20120501,0.005573,0.006491
20120502,-0.002329,-0.003190
20120503,-0.007570,-0.009982
20120504,-0.016202,-0.016381
20120507,0.000175,-0.000635
20120508,-0.004166,-0.006080
20120509,-0.006242,-0.004207
20120510,0.002691,0.001376
20120511,-0.003215,-0.002279
20120514,-0.011019,-0.011465
20120515,-0.005451,-0.008058
20120516,-0.004271,-0.007266
20120517,-0.014673,-0.018830
20120518,-0.007276,-0.008976
20120521,0.016123,0.020085
20120522,0.000573,0.000479
20120523,0.001839,0.003889
20120524,0.001519,0.000498
20120525,-0.002080,0.001037
20120529,0.011299,0.013079
20120530,-0.014079,-0.018852
20120531,-0.002107,-0.003700
20120601,-0.024708,-0.028189
20120604,0.000295,-0.001832
20120605,0.005842,0.010286
20120606,0.023074,0.024435
20120607,0.000014,-0.002021
20120608,0.008371,0.007976
20120611,-0.012739,-0.016293
20120612,0.011655,0.012715
20120613,-0.006675,-0.010372
20120614,0.010730,0.010412
20120615,0.010421,0.012505
20120618,0.001494,0.002122
20120619,0.009845,0.012436
20120620,-0.001449,-0.001488
20120621,-0.022090,-0.025592
20120622,0.007080,0.007188
20120625,-0.015577,-0.018119
20120626,0.004758,0.005196
20120627,0.008995,0.010611
20120628,-0.002167,0.000501
20120629,0.025165,0.027728
20120702,0.002405,0.001845
20120703,0.006713,0.009228
20120705,-0.004557,-0.004347
20120706,-0.009039,-0.010985
20120709,-0.001629,-0.005392
20120710,-0.008019,-0.010442
20120711,-0.000020,0.000026
20120712,-0.005030,-0.005953
20120713,0.016617,0.016244
20120716,-0.002319,-0.003947
20120717,0.007375,0.007511
20120718,0.006779,0.008719
20120719,0.002712,0.003719
20120720,-0.009819,-0.012487
20120723,-0.009045,-0.010620
20120724,-0.009039,-0.011772
20120725,-0.000342,0.000050
20120726,0.016661,0.018019
20120727,0.019238,0.022037
20120730,-0.000306,-0.001926
20120731,-0.004437,-0.005888
20120801,-0.003073,-0.004175
20120802,-0.007161,-0.008698
20120803,0.019035,0.022043
20120806,0.002376,0.004186
20120807,0.005174,0.010413
20120808,0.001014,0.002724
20120809,0.000757,0.001909
20120810,0.002143,0.001802
20120813,-0.001029,-0.002090
20120814,0.000231,-0.001588
20120815,0.001656,0.003639
20120816,0.006944,0.008663
20120817,0.001860,0.002501
20120820,-0.000025,-0.001110
20120821,-0.003603,-0.001520
20120822,0.000250,-0.001135
20120823,-0.007941,-0.009487
20120824,0.006713,0.005719
20120827,-0.000408,-0.001832
20120828,-0.000706,-0.000579
20120829,0.001133,0.002433
20120830,-0.007663,-0.007992
20120831,0.005188,0.005378
20120904,-0.000936,-0.001435
20120905,-0.000874,-0.000943
20120906,0.020391,0.022292
20120907,0.003980,0.006933
20120910,-0.006149,-0.005089
20120911,0.003172,0.005337
20120912,0.002367,0.003295
20120913,0.016232,0.014816
20120914,0.003977,0.007753
20120917,-0.003108,-0.006920
20120918,-0.001294,-0.003617
20120919,0.001193,0.002306
20120920,-0.000484,-0.003001
20120921,-0.000169,-0.000334
20120924,-0.002030,-0.003409
20120925,-0.010503,-0.013528
20120926,-0.005556,-0.005729
20120927,0.009570,0.010014
20120928,-0.004490,-0.003860
20121001,0.002744,0.001972
20121002,0.000954,0.001628
20121003,0.003925,0.001962
20121004,0.007282,0.008981
20121005,-0.000038,0.000801
20121008,-0.003278,-0.002034
20121009,-0.009891,-0.009387
20121010,-0.005910,-0.006680
20121011,0.000406,0.003967
20121012,-0.002780,-0.004532
20121015,0.008090,0.007698
20121016,0.010046,0.011647
20121017,0.004109,0.005364
20121018,-0.002436,0.000327
20121019,-0.016531,-0.016304
20121022,0.000366,-0.000458
20121023,-0.014222,-0.011869
20121024,-0.003066,-0.005259
20121025,0.002811,0.004344
20121026,-0.000444,-0.000832
20121031,0.000413,0.001766
20121101,0.010537,0.014129
20121102,-0.009154,-0.009325
20121105,0.002229,0.003507
20121106,0.008013,0.009721
20121107,-0.022660,-0.021436
20121108,-0.012239,-0.012641
20121109,0.001646,0.000808
20121112,0.000100,0.000587
20121113,-0.003709,-0.002838
20121114,-0.013499,-0.013540
20121115,-0.001820,-0.000193
20121116,0.004780,0.005321
20121119,0.019668,0.018030
20121120,0.000824,0.000091
20121121,0.002352,0.002411
20121123,0.013208,0.012669
20121126,-0.001989,-0.002806
20121127,-0.005092,-0.003912
20121128,0.008294,0.008404
20121129,0.004375,0.003999
20121130,0.000293,0.000767
20121203,-0.004802,-0.004739
20121204,-0.001556,0.000201
20121205,0.001820,0.003814
20121206,0.003439,0.003376
20121207,0.003028,0.004160
20121210,0.000365,0.002218
20121211,0.006485,0.005808
20121212,0.000235,0.000843
20121213,-0.005941,-0.005160
20121214,-0.004009,-0.001692
20121217,0.011720,0.011640
20121218,0.011515,0.013405
20121219,-0.007341,-0.005225
20121220,0.005479,0.006033
20121221,-0.009223,-0.009000
20121224,-0.002337,-0.002389
20121226,-0.004947,-0.006005
20121227,-0.001006,-0.000912
20121228,-0.010901,-0.010182
20121231,0.016553,0.018025
20130102,0.025578,0.024008
20130103,-0.002133,-0.000252
20130104,0.004975,0.007865
20130107,-0.003117,-0.003790
20130108,-0.002951,-0.004662
20130109,0.002743,0.003805
20130110,0.007390,0.006669
20130111,0.000159,-0.000482
20130114,-0.000918,0.001000
20130115,0.001293,0.004291
20130116,0.000317,-0.001148
20130117,0.005564,0.008644
20130118,0.003507,0.003904
20130122,0.004449,0.006410
20130123,0.001403,-0.000999
20130124,0.000259,0.004391
20130125,0.005407,0.006950
20130128,-0.001744,-0.002535
20130129,0.004881,0.003611
20130130,-0.003321,-0.003312
20130131,-0.002493,-0.000444
20130201,0.010116,0.009215
20130204,-0.011564,-0.010813
20130205,0.010523,0.009938
20130206,0.000746,0.002532
20130207,-0.001386,-0.001711
20130208,0.005588,0.005721
20130211,-0.000502,-0.000548
20130212,0.001610,0.003229
20130213,0.000983,0.000648
20130214,0.000704,0.001821
20130215,-0.001170,-0.000789
20130219,0.007341,0.007004
20130220,-0.012231,-0.015671
20130221,-0.005861,-0.007839
20130222,0.008866,0.009881
20130225,-0.018177,-0.020126
20130226,0.006274,0.005878
20130227,0.012880,0.014647
20130228,-0.000991,-0.000157
20130301,0.002422,0.002229
20130304,0.004868,0.003980
20130305,0.009539,0.009913
20130306,0.001277,0.001609
20130307,0.001951,0.002485
20130308,0.004417,0.006599
20130311,0.003312,0.003400
20130312,-0.002224,-0.001097
20130313,0.001710,0.003437
20130314,0.005456,0.005717
20130315,-0.001637,-0.001903
20130318,-0.005449,-0.005822
20130319,-0.002378,-0.004228
20130320,0.006749,0.008564
20130321,-0.008470,-0.009175
20130322,0.007165,0.005288
20130325,-0.003289,-0.002953
20130326,0.008104,0.007880
20130327,-0.000459,0.000109
20130328,0.004021,0.006303
